index,isbn,book_title,book_author,Category,year_of_publication
129498,804832463,"One Arrow, One Life: Zen, Archery, Enlightenment",Kenneth Kushner,['Religion'],2000
129499,812511816,"The Eye of the World (The Wheel of Time, Book 1)",Robert Jordan,9,1990
129633,812513738,"The Shadow Rising (The Wheel of Time, Book 4)",Robert Jordan,9,1993
129679,812513754,"Lord of Chaos (The Wheel of Time, Book 6)",Robert Jordan,9,1995
129715,812550307,"The Fires of Heaven (The Wheel of Time, Book 5)",Robert Jordan,['Fiction'],1994
129766,812550706,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,['Fiction'],1994
129961,871401185,Introductory Lectures on Psychoanalysis,Sigmund Freud,['Psychology'],1989
129964,890420254,Diagnostic and Statistical Manual of Mental Disorders DSM-IV-TR (Text Revision),American Psychiatric Association,['Mental illness'],2000
129966,1882180887,A Basic Guide to Archery (An Official U.S. Olympic Committee Sports Series),U.S. Olympic Committee,['Sports & Recreation'],1997
129967,1929194196,Sun Tzu's The Art of War Plus The Original Chinese Revealed,Sun Tzu,9,2003
129968,477001970X,Illuminated Spirit: Conversations With a Kyudo Master,Dan Deprospero,['Sports & Recreation'],1997
129969,009945520X,How to Make Square Eggs,Paul Temple,9,1986
129970,340612843,Love Me Tender (Starlight),Libby Hathorn,9,1994
129971,413588106,Growing Pains of Adrian Mole,Sue Townsend,9,1994
130001,702228842,A Bridge to Wiseman's Cove (Uqp Young Adult Fiction),James Moloney,['Juvenile Fiction'],1997
130004,812515609,"People of the Mist (The First North Americans series, Book 9)",Kathleen O'Neal Gear,['Fiction'],1998
130025,880385367,Starsong (Tsr Books),Dan Parkinson,9,1988
130032,451183681,Harm's Way,Stephen White,['Fiction'],1997
130055,3310005844,20 Jahre 40 bleiben. Jung und schÃ?Â¶n in den besten Jahren.,Josephine Fairley,9,1999
130056,3442424623,Die Bildhauerin.,Minette Walters,9,1996
130076,3502517959,Die Spinne und das MÃ?Â¤dchen.,Sophie Schallingher,9,2001
130080,059525893X,Goddess Blood: Book One of the Goddess Trilogy,R. T. Burns,9,2002
130083,425122123,Clear and Present Danger (Jack Ryan Novels),Tom Clancy,['Intelligence service'],1996
130229,812530489,Time Wars,Poul Anderson,9,1986
130236,081257060X,The Return,Buzz Aldrin,9,2001
130244,446326488,Lord of the Dance,Andrew M Greeley,['China'],1985
130260,446609986,The Fourth Wall,Beth Saulnier,9,2001
130263,080410882X,Dinner at the Homesick Restaurant,Anne Tyler,['Fiction'],1992
130285,375726624,Newjack: Guarding Sing Sing (Vintage),Ted Conover,['Social Science'],2001
130289,892882816,"Homestead, A Memoir",Jane Kirkpatrick,9,2000
130291,1577487370,The Quilt of Life: A Patchwork of Devotional Thoughts (Inspirational Library (Paperback)),Mary Tatem,"['Body, Mind & Spirit']",2000
130295,1578562325,"All Together in One Place: A Novel of Kinship, Courage, and Faith (Kirkpatrick, Jane. Kinship and Courage Historical Series, Bk. 1.)",Jane Kirkpatrick,['Fiction'],2000
130317,60951710,Martha Stuart's Better Than You at Entertaining (A Parody),Tom Connor,9,1996
130322,385484518,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",MITCH ALBOM,['Biography & Autobiography'],1997
130713,786864133,Napalm & Silly Putty,George Carlin,9,2001
130742,006251119X,Stop Being Mean to Yourself: A Story About Finding the True Meaning of Self-Love,Melody Beattie,9,1997
130745,156836010X,Having Our Say: The Delany Sisters' First 100 Years,Sarah Louise Delany,['Biography & Autobiography'],1993
130767,345380274,Deadly Justice,William Bernhardt,['Fiction'],1993
130780,440224039,True Crime: The Novel,Andrew Klavan,9,1997
130808,440236703,Tell No One,Harlan Coben,9,2002
131018,671795937,ROGUE WARRIOR: ROGUE WARRIOR I  (PAPERBACK),Richard Marcinko,9,1993
131040,24031216,Freedom to Learn (3rd Edition),Carl R. Rogers,['Education'],1994
131041,60812494,Native Son: And How Bigger Was Born,Richard Wright,9,1993
131061,60928069,"How Could You Do That?! : Abdication of Character, Courage, and Conscience, The",Laura C. Schlessinger,['Self-Help'],1997
131069,60928204,Creativity : Flow and the Psychology of Discovery and Invention,Mihaly Csikszentmihalyi,9,1997
131070,60931361,"Plato, Not Prozac! : Applying Eternal Wisdom to Everyday Problems",Lou Marinoff,['Philosophy'],2000
131072,60960248,A Kick in the Seat of the Pants,Roger Von Oech,['Creative thinking'],1986
131080,60997001,Farewell Waltz: A Novel,Milan Kundera,['Fiction'],1998
131085,60997028,Life Is Elsewhere,Milan Kundera,['Fiction'],2000
131092,71360166,The Undergroundtrader.com Guide to Electronic Trading,Jea Yu,9,2000
131093,130289221,Becoming a Critical Thinker: A User Friendly Manual (3rd Edition),Sherry Diestler,['Education'],2000
131094,130647608,Critical Thinking: Tools for Taking Charge of Your Professional and Personal Life,Richard W. Paul,['Business & Economics'],2002
131095,130891347,Asking the Right Questions: A Guide to Critical Thinking (6th Edition),M. Neil Browne,9,2000
131096,130957011,Tested Advertising Methods (Prentice Hall Business Classics),John Caples,['Business & Economics'],1998
131097,140125086,Bad Language (Penguin Language & Linguistics),Lars Andersson,['Language Arts & Disciplines'],1992
131098,140135154,Ways of Seeing,John Berger,9,1995
131103,140137793,Lateral Thinking,Edward de Bono,9,1970
131105,140140328,The Granta Book of the American Short Story,Richard Ford,9,1993
131110,140260234,Language Myths,Laurie Bauer,['Language Arts & Disciplines'],1999
131113,140282378,The Big Book of Calm,Paul Wilson,9,1999
131114,140286780,Your Money or Your Life: Transforming Your Relationship With Money and Achieving Financial Independence,Joe Dominguez,['Business & Economics'],1999
131125,140289216,Sociolinguistics: An Introduction to Language and Society,Peter Trudgill,9,2001
131127,140620281,Nostromo (Penguin Popular Classics),Joseph Conrad,9,1994
131131,140621407,Fairy Tales (Penguin Popular Classics),H.C. Andersen,"[""Children's stories, Danish""]",1995
131138,014118485X,Seize the Day (Penguin Modern Classics),Saul Bellow,9,2001
131139,151104212,Babbitt,Sinclair Lewis,['Fiction'],1989
131140,192802542,Dada and Surrealism: A Very Short Introduction (Very Short Introductions),David Hopkins,['Art'],2004
131141,194315193,THE GOOD GRAMMAR BOOK: The Good Grammar Book with Answers,Michael Swan,9,2003
131144,201895293,101 Bright Ideas: Esl Activities for All Ages,Claire Maria Ford,['Foreign Language Study'],1996
131145,020530902X,"The Elements of Style, Fourth Edition",William Strunk Jr.,['Language Arts & Disciplines'],2000
131166,205318088,Mastering Public Speaking (with Interactive Companion Website) (4th Edition),George L. Grice,['Language Arts & Disciplines'],2001
131168,226899152,"Style: Toward Clarity and Grace (Chicago Guides to Writing, Editing, and Publishing)",Joseph M. Williams,['Language Arts & Disciplines'],1995
131170,300087152,Humanity: A Moral History of the Twentieth Century,Jonathan Glover,['History'],2001
131174,300096860,One World: The Ethics of Globalization,Peter Singer,9,2002
131176,316441791,Set Your Voice Free : Foreword by Dr. Laura Schlesinger,Roger Love,['Music'],1999
131178,330334360,Essays in Love/a Novel,Alain De Botton,['Fiction'],1995
131179,340697687,Film Studies (Teach Yourself Educational S.),Warren Buckland,9,1998
131180,340802995,"Chinese Language, Life and Culture (Teach Yourself S.)",Kenneth Wilkinson,9,2002
131181,345333152,The Straight Dope: A Compendium of Human Knowledge,Cecil Adams,['Humor'],1986
131195,345339738,"The Return of the King (The Lord of the Rings, Part 3)",J.R.R. TOLKIEN,9,1986
131368,345362322,Know It All!: The Fun Stuff You Never Learned in School,Ed Zotti,['Reference'],1993
131372,345397746,Media Virus!: Hidden Agendas in Popular Culture,Douglas Rushkoff,['Social Science'],1996
131376,345443411,"What Women Want: What Every Man Needs to Know About Sex, Romance, Passion, and Pleasure",Laurence Roy Stains,['Family & Relationships'],2002
131378,375403256,Thunder from the East: Portrait of a Rising Asia,Nicholas D. Kristof,9,2000
131380,375706410,Waiting (Vintage International),Ha Jin,['Fiction'],2000
131489,375757325,Robinson Crusoe (Modern Library Classics),Daniel Defoe,['Fiction'],2001
131495,380713810,Made in America,Bill Bryson,9,1996
131512,380810336,Feeling Good : The New Mood Therapy,David D. Burns,['Self-Help'],1999
131525,385094027,The Presentation of Self in Everyday Life,Erving Goffman,['Psychology'],1959
131529,038531809X,Why Not Me?: The Inside Story of the Making and Unmaking of the Franken Presidency,Al Franken,9,1999
131538,385722192,Lullaby: A Novel,Chuck Palahniuk,['Fiction'],2003
131602,393008614,Caleb Williams (The Norton Library ; N861),William Godwin,['Fiction'],1977
131603,393324869,Naked Economics: Undressing the Dismal Science,Charles Wheelan,['Business & Economics'],2003
131604,039472903X,Ogilvy on Advertising,David Ogilvy,9,1987
131606,394743644,Sleeping on the Wing : An Anthology of Modern Poetry with Essays on Reading and Writing,KENNETH KOCH,['Education'],1982
131610,415167914,The Articulate Mammal: An Introduction to Psycholinguistics,Jean Aitchison,['Language Arts & Disciplines'],1998
131612,415222818,Thinking from A to Z,Nigel Warburton,['Philosophy'],2000
131614,425104338,Stephen King's Danse Macabre,Stephen King,['Fiction'],1997
131648,425166791,Undoing Depression: What Therapy Doesn't Teach You and Medication Can't Give You,Richard O'Connor,9,1999
131651,435240609,Source Book for Teaching English as a Second Language,Michael Lewis,['English language'],1993
131652,435240765,Diary of a Language Teacher,Joachim Appel,['First year teachers'],1994
131653,044022330X,Rush Limbaugh Is a Big Fat Idiot: And Other Observations,Al Franken,['Humor'],1996
131686,446391581,A Whack on the Side of the Head: How You Can Be More Creative,Roger von Oech,['Creative thinking'],1990
131705,446672483,The Good Marriage : How & Why Love Lasts,Judith S. Wallerstein,['Family & Relationships'],1996
131708,451191935,"The Bachman Books: Rage, the Long Walk, Roadwork, the Running Man",Stephen King,['Fiction'],1991
131716,451525914,Women in Love,D. H. Lawrence,9,1995
131725,452262925,Death at an Early Age: The Destruction of the Hearts and Minds of Negro Children in the Boston Public Schools,Jonathan Kozol,9,1990
131728,452266688,The Portable Curmudgeon,Jon Winokur,['Humor'],1992
131736,452284058,"What Every American Should Know About the Rest of the World: Your Guide to Today's Hot Spots, Hot Shots, and Incendiary Issues",M. L. Rossi,['Political Science'],2003
131738,465005225,The Atoms of Language: The Mind's Hidden Rules of Grammar,Mark Baker,['Language Arts & Disciplines'],2002
131739,465014909,The Culture of Fear: Why Americans Are Afraid of the Wrong Things,Barry Glassner,['Social Science'],2000
131761,465021433,The Evolution of Desire: Strategies of Human Mating,David M. Buss,9,1995
131763,486401464,Oscar Wilde's Wit and Wisdom: A Book of Quotations (Dover Thrift Editions),Oscar Wilde,['Reference'],1998
131770,517084732,"Good Advice : More Than 2,000 Quotations to help You Live Your Life",WILLIAM SAFIRE,['Reference'],1993
131773,520204514,The Future of the Book,Geoffrey Nunberg,['Computers'],1996
131774,531110397,Caution: This May Be an Advertisement : A Teen Guide to Advertising,Kathlyn Gay,9,1992
131775,553211684,Tess of the d'Urbervilles,THOMAS HARDY,9,1984
131801,582037670,Alternatives Games Exercises and Conversations for the Language Classroom (Pilgrims Longman Resource Books),Richard Baudians,['Education'],1990
131802,061819729X,The Playful Way to Serious Writing: An Anything-Can-Happen Workbook to Inspire and Delight,Roberta Allen,9,2002
131805,618219196,The Seven Sins of Memory: How the Mind Forgets and Remembers,Daniel L. Schacter,['Medical'],2002
131807,670031518,The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,9,2002
131815,671041789,The Green Mile,Stephen King,['Fiction'],1999
132034,671617680,Teacher (Touchstone Books (Paperback)),Sylvia Ashton-Warner,['Biography & Autobiography'],1986
132035,067162248X,People Skills,Robert Bolton,['Psychology'],1986
132041,671792288,"Bad Or, the Dumbing of America",Paul Fussell,['History'],1992
132043,679430946,The Hot Zone,Richard Preston,9,1994
132102,679724494,Kiss of the Spider Woman,Manuel Puig,['Fiction'],1991
132107,679734031,The Art of Fiction: Notes on Craft for Young Writers,John Gardner,9,1991
132112,679756450,Portnoy's Complaint,Philip Roth,['Fiction'],1994
132133,679758941,Nonzero: The Logic of Human Destiny (Vintage),Robert Wright,['History'],2001
132140,684866005,Can't Buy My Love: How Advertising Changes the Way We Think and Feel,Jean Kilbourne,['Business & Economics'],2000
132151,684867486,Yesterday I Cried : Celebrating The Lessons Of Living And Loving,Iyanla Vanzant,['Self-Help'],2000
132166,688164080,The KGB Bar Reader,Ken Foster,['Fiction'],1998
132168,073520313X,How to Say It Style Guide,Rosalie Maggio,9,2002
132169,743211375,From a Buick 8 : A Novel,Stephen King,['Fiction'],2002
132299,743242602,The Myth of the First Three Years : A New Understanding of Early Brain Development and Lifelong Learning,John Bruer,9,2002
132300,074343627X,Dreamcatcher,Stephen King,9,2001
132518,743455967,On Writing,Stephen King,['Biography & Autobiography'],2002
132564,753811464,Maya,Jostein Gaarder,['Fiction'],1994
132570,761123695,The Introvert Advantage: How to Thrive in an Extrovert World,Marti Olsen Laney,['Self-Help'],2002
132580,767902513,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,['Humor'],1998
132636,076790396X,"The Pilates Body: The Ultimate At-Home Guide to Strengthening, Lengthening, and Toning Your Body--Without Machines",Brooke Siler,9,2000
132644,767910079,A Big New Free Happy Unusual Life: Self-Expression and Spiritual Practice for Those Who Have Time for Neither,Nina Wise,9,2002
132650,767913973,30 Things Everyone Should Know How to Do Before Turning 30,Siobhan Adcock,['Education'],2003
132655,078686351X,Dirty Jokes and Beer : Stories of the Unrefined,Drew Carey,['Biography & Autobiography'],1997
132680,786864230,Joy Shtick or What is the Existential Vacuum and Does it Come with Attachments,Joy Behar,['Humor'],1999
132686,787955876,The Contrarian's Guide to Leadership,Steven B. Sample,['Business & Economics'],2001
132687,803959907,Intercultural Interactions : A Practical Guide (Cross Cultural Research and Methodology),Kenneth Cushner,['Psychology'],1995
132688,805059970,Anne Frank: The Biography,Melissa Muller,['Biography & Autobiography'],1999
132694,806957050,Sit & Solve - Lateral Thinking Puzzles,Paul Sloane,['Games & Activities'],2002
132695,807031151,The Passionate Teacher: A Practical Guide,Robert L. Fried,['Learning'],1996
132696,809225034,Talking the Winner's Way: 92 Little Tricks for Big Success in Business and Personal Relationships,Leil  Lowndes,['Business & Economics'],1999
132697,811201090,Colossus of Maroussi,Henry Miller,['Travel'],1975
132702,840339402,Creativity is forever,Gary A Davis,9,1986
132703,851706517,The Birds (Bfi Film Classics),Camille Paglia,['Performing Arts'],1998
132704,865714487,Dumbing Us Down: The Hidden Curriculum of Compulsory Schooling,John Taylor Gatto,['Education'],2002
132706,870114247,The Waiting Years (Japan's Women Writers),Enchi Fumiko,9,1994
132707,874772184,"The Possible Human: A Course in Extending Your Physical, Mental, and Creative Abilities",Jean Houston,['Self-Help'],1982
132710,874775132,Drawing on the Right Side of the Brain: A Course in Enhancing Creativity and Artistic Confidence,Betty Edwards,9,1989
132720,874779472,Deep Writing: 7 Principles That Bring Ideas to Life,Eric Maisel,['Language Arts & Disciplines'],1999
132723,879804211,The Knight in Rusty Armor,Robert Fisher,['Fiction'],1989
132730,880841109,The Children's Response: Beyond Tpr Toward Writing,Caroline Linse,9,1983
132731,953309819,The Resourceful English Teacher,Jonathan Chandler,['English language'],1999
132732,968246907,Tuiavii's way: A south sea chief's comments on western society,Peter C. Cavelti,9,1997
132733,1558681752,Culture Shock!: Taiwan (Culture Shock),Christopher Bates,9,1995
132735,1561703753,The Well of Creativity (New Dimensions Books),Michael Toms,['Self-Help'],1997
132737,1564146731,"The Know-It-All's Guide to Life: How to Climb Mount Everest, Cure Hiccups, Live to 100, and Dozens of Other Practical, Unusual, or Just Plain Fantastical Things",John T. Walbaum,['Reference'],2003
132738,1565115228,Pretty Good Joke Book: A Prairie Home Companion (Prairie Home Companion),Garrison Keillor,9,2001
132739,1565122798,Educating Esme: Diary of a Teacher's First Year,Esme Raji Codell,['Biography & Autobiography'],2001
132755,1565840968,"\I Won't Learn from You\"": And Other Thoughts on Creative Maladjustment""",Herbert Kohl,['Education'],1995
132757,1570623449,When Things Fall Apart : Heart Advice for Difficult Times (Shambhala Classics),PEMA CHODRON,['Philosophy'],2000
132766,1572241381,The Self-Esteem Companion,Matthew McKay,['Self-Help'],1999
132768,157322829X,"Coercion: Why We Listen to What \They\"" Say""",Douglas Rushkoff,['Psychology'],2000
132770,1573228583,Speaking With the Angel,Nick Hornby,['Fiction'],2001
132822,1573922110,Think to Win: The Power of Logic in Everyday Life,S. Cannavo,['Self-Help'],1998
132823,1580081576,"Career Counselor's Handbook (Bolles, Richard Nelson. Parachute Library.)",Richard N. Bolles,['Business & Economics'],1999
132824,1581820542,"The Little Book of Big Ideas: Inspiration, Encouragement & Tips to Stimulate Creativity and Improve Your Life",Harold R. McAlindon,['Business & Economics'],1999
132825,1585420611,"Women Can't Hear What Men Don't Say: Destroying Myths, Creating Love",Warren Farrell Ph.D.,9,2000
132826,1587410133,The Hazards of Being Male: Surviving the Myth of Masculine Privilege,Herb Goldberg,9,2000
132827,1592400876,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",Lynne Truss,9,2004
132947,1840460431,Introducing Evolutionary Psychology,Dylan Evans,['Psychology'],2000
132950,1840463503,Introducing Learning and Memory (Introducing (Icon)),Ziauddin Sardar,['Philosophy'],2002
132951,1852424214,Break It Down (High Risk Books),Lydia Davis,['Fiction'],1996
132953,185788292X,Survival Kit for Overseas Living: For Americans Planning to Live and Work Abroad,L. Robert Kohls,['Business & Economics'],2001
132954,1864502118,Lonely Planet Taiwan (Lonely Planet Taiwan),Robert Storey,9,2001
132955,1878257528,"Stop! the Watch: A Book of Everyday, Ordinary, Anybody Olympics",Klutz Press,['Juvenile Nonfiction'],1993
132961,1904048145,Hal Hartley (Pocket Essentials),Jason Wood,9,2003
132962,B0000DAPP1,Discover Your Genius: How to Think Like History's Ten Most Revolutionary Minds,Michael J. Gelb,9,2002
132963,553211978,Northanger Abbey (Bantam Classic),Jane Austen,['Fiction'],1985
132972,553274503,Flowers for Algernon (Bantam Classic),DANIEL KEYES,9,1984
133071,440224659,Sooner or Later,Elizabeth Adler,['Fiction'],1998
133087,1841492086,The Portable Door,Tom Holt,['Fiction'],2004
133094,345308239,March of Folly: From Troy to Vietnam,Barbara W. Tuchman,['History'],1992
133106,330357190,Loose living,Frank Moorhouse,9,1995
133109,671757059,Prize the Epic Quest for Oil Money and Pow,Daniel Yergin,['Petroleum industry and trade'],1991
133110,1860467776,Jerk on One End: Reflections of a Mediocre Fisherman,Robert Hughes,['Biography & Autobiography'],2000
133111,64409430,"The Magician's Nephew (The Chronicles of Narnia, Book 1, Full-Color Collector's Edition)",C. S. Lewis,['Juvenile Fiction'],2000
133120,312267819,Stalin's Silver: The Sinking of the U.S.S. John Barry,John Beasant,['History'],2000
133122,373196903,"Her Pregnant Agenda : Marrying The Boss's Daughter (Silhouette Romance, 1690)",Linda Goodnight,['Fiction'],2003
133128,373196962,"To Wed A Sheik   Desert Brides (Silhouette Romance, 1696)",Teresa Southwick,['Fiction'],2003
133130,380728125,Wedding Night,Gary Devon,9,1997
133132,380752107,Midnight Masquerade,Shirlee Busbee,9,1988
133136,394830148,The Berenstain Bears and Too Much Vacation (First Time Books),Stan Berenstain,9,1989
133154,425133540,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,['Intelligence service'],1996
133303,425173755,Murder on the Orient Express (Hercule Poirot Mysteries (Paperback)),Agatha Christie,9,2000
133337,425194493,Flashback,Nevada Barr,9,2004
133366,446527289,The First Counsel,Brad Meltzer,9,2001
133392,451199871,The Body in the Library (Miss Marple Mysteries (Paperback)),Agatha Christie,['Fiction'],2000
133411,531103099,New Zoos (First Book Series),Madelyn K. Anderson,9,1987
133413,590110225,The Mighty,Rodman Philbrick,['Adventure'],1998
133423,671511424,DEVIL IN A BLUE DRESS (Easy Rawlins Mysteries (Paperback)),Walter Mosley,['Fiction'],1995
133444,671722816,Othello,William Shakespeare,['Drama'],1993
133460,671822209,WLD ACCORDNG GARP,John Irving,9,1979
133523,743457900,"Tinker, Tailor, Soldier, Spy",John le Carre,['Fiction'],2002
133537,743469801,Why Girls Are Weird : A Novel,Pamela Ribon,['Fiction'],2003
133619,835902242,Adventures of Huckleberry Finn,Mark Twain,['Juvenile Nonfiction'],1992
133620,842361715,This Present Darkness,Frank E. Peretti,['Fiction'],2002
133631,963144839,Half Life: What We Give Up to Work,Jeannette Batz,9,1993
133632,1563521024,You're Not a Kid Anymore When...,Jeff Foxworthy,['Humor'],1993
133636,60175532,Young Wives,Olivia Goldsmith,9,2000
133663,811200701,The Berlin Stories: The Last of Mr. Norris and  Goodbye to Berlin (New Directions Book),Christopher Isherwood,9,1963
133673,671023373,Man's Search For Meaning,Viktor E. Frankl,9,1997
133693,679748083,The Kitchen God's Wife (Vintage Contemporaries),Amy Tan,['Fiction'],1993
133706,830819223,So You Want to Be a Stay-At-Home Mom,Cheryl Gochnauer,['Social Science'],1999
133709,380731851,Mystic River,Dennis Lehane,['Fiction'],2002
133998,425175405,Black Notice,Patricia Daniels Cornwell,['Fiction'],2000
134237,749930721,Hitched,Z. Barnes,9,1998
134243,345298365,Six of Swords,Carole Nelson Douglas,9,1982
134246,380009560,Fantastic Imagination,Robert Boyer,9,1978
134249,380776510,Paradise Wild,Johanna Lindsey,['Fiction'],1981
134275,880781210X,iI Paradiso Degli Orchi,Daniel Pennac,9,1994
134302,1570422826,The Celestine Prophecy : An Experiential Guide,Carol Adrienne,9,1995
134304,2070368076,Huis Clos Suivi de Les Mouches (Folio Ser. No. 807),Jean-Paul Sartre,9,1964
134317,312874995,Escape from Kathmandu,Kim Stanley Robinson,['Fiction'],2000
134318,425185702,McNally's Chance,Lawrence Sanders,['Fiction'],2002
134343,886771560,The Year's Best Horror Stories: Series XIV,Edward Karl Wagner,9,1986
134347,684862719,Pay It Forward: A Novel,Catherine Ryan Hyde,['Fiction'],2000
134432,8532501192,As valkÃ­rias,Paulo Coelho,9,1992
134433,8570070063,A corrente de Trewis Scott,Roberto Schneider,9,1985
134434,8585622032,Bola da vez: Romance policial (ColeÃ§Ã£o Romance policial brasileiro),Muniz SodrÃ©,9,1993
134436,8485229606,La crÃ³nica del PerÃº (CrÃ³nicas de AmÃ©rica),Pedro de Cieza de LeÃ³n,9,1984
134437,552998338,Blast From the Past,Ben Elton,['Black humor'],1999
134456,385299842,Truckers,Terry Pratchett,['Juvenile Fiction'],1990
134457,385304366,Wings,Terry Pratchett,9,1991
134459,486243451,The Book of Kells: Selected Plates in Full Color,Blanche Cirker,['Art'],1982
134460,051748904X,"A Treasury of Irish Myth, Legend, and Folklore",Claire Booss,['History'],1986
134462,713723076,The Art Of Celtia,Courtney Davis,['Art'],1997
134464,071411393X,The Celts Activity Book,British Museum,9,2000
134465,087226002X,Celtic Mythology (Library of the World's Myths and Legends),Proinsias Mac Cana,['Celts'],1985
134466,1555910408,Keepers of the Earth Teachers Guide,Michael J Caduto,['Education'],1988
134467,1850630127,The Western way: A practical guide to the Western mystery tradition,Caitlin Matthews,9,1985
134468,1855853906,Ancient Celtic Romances,P W Joyce,9,1994
134469,312717415,Shock-Trauma,Jon Franklin,9,1980
134470,312860951,Reliquary,Douglas Preston,['Fiction'],1997
134477,316602051,The Jester,James Patterson,9,2003
134590,345452534,The Murder Book,JONATHAN KELLERMAN,9,2002
134660,380796090,Watermelon,Marian Keyes,9,1999
134706,399147357,Dead Sleep,Greg Iles,['Fiction'],2001
134721,440221420,No Witnesses: A Novel,Ridley Pearson,9,1996
134752,446604666,Sick Puppy,Carl Hiaasen,['Fiction'],2001
134917,451197879,Roadwork,Richard Bachman,9,1999
134952,553573977,The Hancock Boys,Thomas William Simpson,['Fiction'],2000
134963,671614460,COPS,Mark Baker,9,1986
134967,684836491,Apocalypse Wow,James Finn Garner,['Humor'],1997
134989,684859262,SINGLE & SINGLE,John le Carre,9,1999
135012,684867583,Dead Reckoning: The New Science of Catching Killers,Michael Baden,9,2001
135017,688156126,Jupiter's Bones: A Novel (Peter Decker & Rina Lazarus Novels (Hardcover)),Faye Kellerman,['Fiction'],1999
135038,740704532,Random Acts Of Management:A Dilbert Book,Scott Adams,9,2000
135043,836221966,You Don't Need Experience if You've Got Attitude,Scott Adams,['Humor'],1996
135048,836221974,Conversations With Dogbert: A Dilbert Book,Scott Adams,['Humor'],1996
135053,836228790,The Dilbert Bunch: A Dilbert Book (Main Street Editions),Scott Adams,['Humor'],1997
135057,836232232,"The Boss: Nameless, Blameless and Shameless (Adams, Scott, Dilbert Book,)",Scott Adams,9,1997
135060,1552976246,Silent Witness: How Forensic Anthropology Is Used to Solve the World's Toughest Crimes,Roxana Ferllini Timms,['Law'],2002
135062,312958455,The Last Coyote (Last Coyote),Michael Connelly,['Fiction'],1996
135103,316154067,Void Moon,Michael Connelly,9,1999
135136,340792655,Turning Thirty,Mike Gayle,9,2001
135152,425147231,Storming Heaven,Dale Brown,9,2002
135182,425157164,Shadows of Steel,Dale Brown,['Fiction'],1997
135212,425181200,Dale Brown's Dreamland,Dale Brown,['Fiction'],2001
135236,449221482,J Is for Judgment,Sue Grafton,['California'],1999
135397,451163494,The Key to Rebecca,Ken Follett,['Fiction'],1989
135434,515120863,Killing Critics (Kathleen Mallory Novels (Paperback)),Carol O'Connell,['Fiction'],1997
135458,553279912,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),SUE GRAFTON,['Fiction'],1987
135743,553348973,Still Life with Woodpecker,TOM ROBBINS,['Fiction'],1990
135803,553579754,Fear Nothing,DEAN KOONTZ,9,1998
135959,593043995,The Visitor (A Jack Reacher Novel),Lee Child,9,2000
135961,1855681870,Haunted Yorkshire,W.R. Mitchell,9,2000
135964,446516538,Slow Waltz in Cedar Bend,Robert James Waller,['Fiction'],1993
136123,440214041,The Pelican Brief,John Grisham,9,1993
136646,679446486,Airframe,Michael Crichton,['Fiction'],1996
136766,60167084,"Making History: The Struggle for Gay and Lesbian Equal Rights, 1945-1990 : An Oral History",Eric Marcus,9,1992
136770,151002231,Homosexuality In History,Colin Spencer,['History'],1996
136773,226067114,"Christianity, Social Tolerance, and Homosexuality: Gay People in Western Europe from the Beginning of the Christian Era to the Fourteenth Century",John Boswell,9,1981
136776,312028784,The Boys and Their Baby (Stonewall Inn Editions),Larry Wolff,9,1989
136777,380717972,Halfway Home,Paul Monette,['Fiction'],1992
136785,385239068,After the Ball: How America Will Conquer Its Fear and Hatred of Gays in the '90s,Marshall Kirk,9,1989
136786,393011224,The Age of Sensation,Herbert Hendin,['Psychology'],1975
136787,415907411,Queer Looks: Perspectives on Lesbian and Gay Film and Video,Martha Gever,9,1993
136788,472095978,"The Male Body: Features, Destinies, Exposures",Laurence Goldstein,['Social Science'],1995
136789,525480374,Get the Message?: A Decade of Art for Social Change,Lucy R. Lippard,['Art'],1984
136791,525943730,Walt Whitman: A Gay Life,Gary Schmidgall,9,1997
136792,802116825,Death of a River Guide,Richard Flanagan,9,2001
136796,802130259,Out Front: Contemporary Gay and Lesbian Plays,Don Shewey,9,1988
136797,807079200,Gay Ideas: Outing and Other Controversies,Richard D. Mohr,['Social Science'],1992
136798,812822625,The Gay Tapes: A Candid Discussion About Male Homosexuality,David Gottlieb,9,1977
136799,841502439,Christopher and gay;: A partisan's view of the Greenwich Village homosexual scene,Wallace Hamilton,9,1973
136800,846705672,American Way of Sex: An Informal Illustrated History (254p),Bradley Smith,9,1978
136801,877736510,Same-Sex Love : And the Path to Wholeness,ROBERT H. HOPCKE,['Psychology'],1993
136802,878670319,The gay liberation book,Len Richmond,9,1973
136803,890876096,So Little Time: Essays on Gay Life,Mike Hippler,['Social Science'],1990
136804,896082172,Culture Clash: The Making of Gay Sensibility,Michael Bronski,['Education'],1984
136805,1555831753,The Trouble With Harry Hay: Founder of the Modern Gay Movement,Stuart Timmons,9,1990
136806,1560238763,Reviving the Tribe: Regenerating Gay Men's Sexuality and Culture in the Ongoing Epidemic (Haworth Gay & Lesbian Studies),Eric E. Rofes,['Social Science'],1995
